PID,Isolate Id,Time from initialization,GC Event,Total size of objects before GC,Total size of objects after GC,Total memory allocated before GC,Total memory allocated after GC,Time in GC,Time in external callbacks,Marking info,Reason for GC trigger,Reason for GC
62598,0x102004600,14382,Scavenge,190.6,187.9,216.0,223.0,17.5,0,,allocation failure,
62598,0x102004600,14404,Scavenge,197.1,194.5,223.0,229.0,19.0,0,,allocation failure,
62598,0x102004600,14422,Scavenge,203.7,201.1,229.0,236.0,15.9,0,,allocation failure,
62598,0x102004600,14441,Scavenge,210.2,207.6,236.0,243.0,15.5,0,,allocation failure,
62598,0x102004600,14466,Scavenge,216.8,214.2,243.0,249.0,22.9,0,,allocation failure,
62598,0x102004600,14484,Scavenge,223.4,220.7,249.0,256.0,16.1,0,,allocation failure,
62598,0x102004600,14502,Scavenge,229.9,227.3,256.0,263.0,16.0,0,,allocation failure,
62598,0x102004600,14519,Scavenge,236.5,233.9,263.0,269.0,15.1,0,,allocation failure,
62598,0x102004600,14538,Scavenge,243.1,240.4,269.0,276.0,15.8,0,,allocation failure,
62598,0x102004600,14556,Scavenge,249.6,247.0,276.0,283.0,15.9,0,,allocation failure,
62598,0x102004600,14575,Scavenge,256.2,253.6,283.0,289.0,16.4,0,,allocation failure,
62598,0x102004600,14596,Scavenge,262.7,260.1,289.0,296.0,19.1,0,,allocation failure,
62598,0x102004600,14621,Scavenge,269.3,266.7,296.0,303.0,22.7,0,,allocation failure,
62598,0x102004600,14639,Scavenge,275.9,273.2,303.0,309.0,15.4,0,,allocation failure,
62598,0x102004600,14662,Scavenge,282.4,279.8,309.0,316.0,21.3,0,,allocation failure,
62598,0x102004600,14684,Scavenge,289.0,286.4,316.0,323.0,19.3,0,,allocation failure,
62598,0x102004600,14703,Scavenge,295.5,292.9,323.0,329.0,16.9,0,,allocation failure,
62598,0x102004600,14721,Scavenge,302.1,299.5,329.0,336.0,15.6,0,,allocation failure,
62598,0x102004600,14746,Scavenge,308.7,306.0,336.0,343.0,17.9,0,+ 5.2 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,14775,Scavenge,315.2,312.6,343.0,349.0,17.3,0,+ 8.2 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,14801,Scavenge,321.8,319.2,349.0,356.0,17.5,0,+ 5.8 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,14825,Scavenge,328.3,325.7,356.0,363.0,17.2,0,+ 5.4 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,14851,Scavenge,334.9,332.3,363.0,369.0,17.0,0,+ 5.8 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,14875,Scavenge,341.5,338.8,369.0,376.0,17.0,0,+ 5.6 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,14901,Scavenge,348.0,345.4,376.0,383.0,17.2,0,+ 6.1 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,14928,Mark-sweep,351.3,82.6,383.0,120.0,14.1,0,"+ 53.7 ms in 1122 steps since start of marking, biggest step 0.3 ms",GC interrupt,GC in old space requested
62598,0x102004600,14949,Scavenge,94.1,90.8,120.0,122.0,17.6,0,,allocation failure,
62598,0x102004600,14967,Scavenge,98.3,96.2,122.0,130.0,16.5,0,,allocation failure,
62598,0x102004600,14985,Scavenge,106.6,103.6,130.0,136.0,15.3,0,,allocation failure,
62598,0x102004600,15003,Scavenge,111.9,109.6,136.0,143.0,16.3,0,,allocation failure,
62598,0x102004600,15021,Scavenge,119.3,116.5,143.0,150.0,15.3,0,,allocation failure,
62598,0x102004600,15039,Scavenge,125.3,122.8,150.0,157.0,16.0,0,,allocation failure,
62598,0x102004600,15056,Scavenge,132.3,129.6,157.0,163.0,15.6,0,,allocation failure,
62598,0x102004600,15075,Scavenge,138.5,136.0,163.0,170.0,16.6,0,,allocation failure,
62598,0x102004600,15096,Scavenge,145.3,142.7,170.0,176.0,18.6,0,,allocation failure,
62598,0x102004600,15114,Scavenge,151.7,149.1,176.0,183.0,15.8,0,,allocation failure,
62598,0x102004600,15132,Scavenge,158.4,155.8,183.0,190.0,15.6,0,,allocation failure,
62598,0x102004600,15151,Scavenge,164.9,162.3,190.0,196.0,15.5,0,,allocation failure,
62598,0x102004600,15171,Scavenge,171.5,168.9,196.0,203.0,18.3,0,,allocation failure,
62598,0x102004600,15189,Scavenge,178.0,175.4,203.0,210.0,15.8,0,,allocation failure,
62598,0x102004600,15212,Scavenge,184.6,182.0,210.0,216.0,19.9,0,,allocation failure,
62598,0x102004600,15230,Scavenge,191.2,188.5,216.0,223.0,15.7,0,,allocation failure,
62598,0x102004600,15248,Scavenge,197.7,195.1,223.0,230.0,15.7,0,,allocation failure,
62598,0x102004600,15266,Scavenge,204.3,201.7,230.0,236.0,15.8,0,,allocation failure,
62598,0x102004600,15283,Scavenge,210.8,208.2,236.0,243.0,15.3,0,,allocation failure,
62598,0x102004600,15303,Scavenge,217.4,214.8,243.0,250.0,17.5,0,,allocation failure,
62598,0x102004600,15322,Scavenge,224.0,221.3,250.0,256.0,16.3,0,,allocation failure,
62598,0x102004600,15340,Scavenge,230.5,227.9,256.0,263.0,16.0,0,,allocation failure,
62598,0x102004600,15357,Scavenge,237.1,234.5,263.0,270.0,14.8,0,,allocation failure,
62598,0x102004600,15375,Scavenge,243.6,241.0,270.0,276.0,15.7,0,,allocation failure,
62598,0x102004600,15398,Scavenge,250.2,247.6,276.0,283.0,19.8,0,,allocation failure,
62598,0x102004600,15420,Scavenge,256.8,254.1,283.0,290.0,19.0,0,,allocation failure,
62598,0x102004600,15443,Scavenge,263.3,260.7,290.0,296.0,20.8,0,,allocation failure,
62598,0x102004600,15461,Scavenge,269.9,267.3,296.0,303.0,15.9,0,,allocation failure,
62598,0x102004600,15479,Scavenge,276.4,273.8,303.0,310.0,15.3,0,,allocation failure,
62598,0x102004600,15497,Scavenge,283.0,280.4,310.0,316.0,15.2,0,,allocation failure,
62598,0x102004600,15514,Scavenge,289.6,286.9,316.0,323.0,15.2,0,,allocation failure,
62598,0x102004600,15538,Scavenge,296.1,293.5,323.0,330.0,22.0,0,,allocation failure,
62598,0x102004600,15560,Scavenge,302.7,300.1,330.0,336.0,19.5,0,,allocation failure,
62598,0x102004600,15579,Scavenge,309.3,306.6,336.0,343.0,16.6,0,,allocation failure,
62598,0x102004600,15598,Scavenge,315.8,313.2,343.0,350.0,16.2,0,,allocation failure,
62598,0x102004600,15616,Scavenge,322.4,319.8,350.0,356.0,15.9,0,,allocation failure,
62598,0x102004600,15641,Scavenge,328.9,326.3,356.0,363.0,22.0,0,,allocation failure,
62598,0x102004600,15669,Scavenge,335.5,332.9,363.0,370.0,19.9,0,+ 6.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,15694,Scavenge,342.1,339.4,370.0,376.0,17.3,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,15724,Scavenge,348.6,346.0,376.0,383.0,20.0,0,+ 6.7 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,15749,Scavenge,355.2,352.6,383.0,390.0,17.5,0,+ 5.8 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,15775,Scavenge,361.7,359.1,390.0,396.0,17.6,0,+ 5.6 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,15799,Scavenge,368.3,365.7,396.0,403.0,17.2,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,15824,Scavenge,374.9,372.2,403.0,410.0,17.6,0,+ 5.3 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,15833,Mark-sweep,373.2,67.8,410.0,109.0,7.3,0,"+ 41.9 ms in 1042 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,15850,Scavenge,82.8,78.5,109.0,109.0,12.1,0,,allocation failure,
62598,0x102004600,15879,Scavenge,83.5,82.1,109.0,118.0,27.5,0,,allocation failure,
62598,0x102004600,15896,Scavenge,94.3,90.8,118.0,122.0,14.0,0,,allocation failure,
62598,0x102004600,15916,Scavenge,97.8,95.8,122.0,130.0,17.9,0,,allocation failure,
62598,0x102004600,15933,Scavenge,106.5,103.5,130.0,136.0,14.4,0,,allocation failure,
62598,0x102004600,15951,Scavenge,111.6,109.3,136.0,143.0,16.0,0,,allocation failure,
62598,0x102004600,15968,Scavenge,119.2,116.4,143.0,149.0,14.6,0,,allocation failure,
62598,0x102004600,15986,Scavenge,125.0,122.5,149.0,156.0,15.8,0,,allocation failure,
62598,0x102004600,16004,Scavenge,132.1,129.4,156.0,163.0,15.7,0,,allocation failure,
62598,0x102004600,16022,Scavenge,138.3,135.7,163.0,170.0,16.1,0,,allocation failure,
62598,0x102004600,16040,Scavenge,145.1,142.4,170.0,176.0,15.3,0,,allocation failure,
62598,0x102004600,16059,Scavenge,151.5,148.9,176.0,183.0,16.0,0,,allocation failure,
62598,0x102004600,16077,Scavenge,158.2,155.5,183.0,190.0,16.2,0,,allocation failure,
62598,0x102004600,16095,Scavenge,164.7,162.0,190.0,196.0,16.2,0,,allocation failure,
62598,0x102004600,16113,Scavenge,171.3,168.6,196.0,203.0,15.6,0,,allocation failure,
62598,0x102004600,16131,Scavenge,177.8,175.2,203.0,210.0,15.5,0,,allocation failure,
62598,0x102004600,16150,Scavenge,184.4,181.8,210.0,216.0,16.2,0,,allocation failure,
62598,0x102004600,16167,Scavenge,190.9,188.3,216.0,223.0,15.5,0,,allocation failure,
62598,0x102004600,16188,Scavenge,197.5,194.9,223.0,230.0,18.5,0,,allocation failure,
62598,0x102004600,16210,Scavenge,204.1,201.4,230.0,236.0,19.3,0,,allocation failure,
62598,0x102004600,16236,Scavenge,210.6,208.0,236.0,243.0,22.1,0,,allocation failure,
62598,0x102004600,16262,Scavenge,217.2,214.6,243.0,250.0,23.7,0,,allocation failure,
62598,0x102004600,16285,Scavenge,223.7,221.1,250.0,256.0,20.3,0,,allocation failure,
62598,0x102004600,16304,Scavenge,230.3,227.7,256.0,263.0,16.1,0,,allocation failure,
62598,0x102004600,16322,Scavenge,236.9,234.2,263.0,270.0,15.7,0,,allocation failure,
62598,0x102004600,16340,Scavenge,243.4,240.8,270.0,276.0,16.0,0,,allocation failure,
62598,0x102004600,16358,Scavenge,250.0,247.4,276.0,283.0,15.8,0,,allocation failure,
62598,0x102004600,16376,Scavenge,256.5,253.9,283.0,290.0,16.3,0,,allocation failure,
62598,0x102004600,16393,Scavenge,263.1,260.5,290.0,296.0,15.1,0,,allocation failure,
62598,0x102004600,16415,Scavenge,269.7,267.0,296.0,303.0,19.5,0,,allocation failure,
62598,0x102004600,16440,Scavenge,276.2,273.6,303.0,310.0,21.9,0,,allocation failure,
62598,0x102004600,16459,Scavenge,282.8,280.2,310.0,316.0,16.4,0,,allocation failure,
62598,0x102004600,16484,Scavenge,289.3,286.7,316.0,323.0,16.7,0,+ 5.5 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,16510,Scavenge,295.9,293.3,323.0,330.0,18.9,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,16536,Scavenge,302.5,299.8,330.0,336.0,17.4,0,+ 6.2 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,16565,Scavenge,309.0,306.4,336.0,343.0,18.4,0,+ 7.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,16586,Mark-sweep,313.8,44.7,343.0,80.0,14.4,0,"+ 28.5 ms in 703 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,16606,Scavenge,55.1,52.1,80.0,84.0,17.9,0,,allocation failure,
62598,0x102004600,16627,Scavenge,60.4,58.1,84.0,91.0,18.0,0,,allocation failure,
62598,0x102004600,16645,Scavenge,67.9,65.1,91.0,97.0,15.3,0,,allocation failure,
62598,0x102004600,16664,Scavenge,73.8,71.3,97.0,104.0,16.7,0,,allocation failure,
62598,0x102004600,16683,Scavenge,80.8,78.1,104.0,111.0,17.3,0,,allocation failure,
62598,0x102004600,16709,Scavenge,87.0,84.5,111.0,118.0,22.0,0,,allocation failure,
62598,0x102004600,16726,Scavenge,93.8,91.2,118.0,124.0,15.5,0,,allocation failure,
62598,0x102004600,16744,Scavenge,100.2,97.6,124.0,131.0,15.3,0,,allocation failure,
62598,0x102004600,16766,Scavenge,106.9,104.3,131.0,137.0,19.7,0,,allocation failure,
62598,0x102004600,16789,Scavenge,113.4,110.8,137.0,144.0,20.7,0,,allocation failure,
62598,0x102004600,16807,Scavenge,120.0,117.4,144.0,151.0,15.5,0,,allocation failure,
62598,0x102004600,16824,Scavenge,126.5,123.9,151.0,157.0,15.2,0,,allocation failure,
62598,0x102004600,16842,Scavenge,133.1,130.5,157.0,164.0,15.4,0,,allocation failure,
62598,0x102004600,16859,Scavenge,139.7,137.0,164.0,171.0,15.6,0,,allocation failure,
62598,0x102004600,16881,Scavenge,146.2,143.6,171.0,177.0,19.2,0,,allocation failure,
62598,0x102004600,16901,Scavenge,152.8,150.2,177.0,184.0,18.6,0,,allocation failure,
62598,0x102004600,16923,Scavenge,159.4,156.7,184.0,191.0,19.0,0,,allocation failure,
62598,0x102004600,16941,Scavenge,165.9,163.3,191.0,197.0,16.0,0,,allocation failure,
62598,0x102004600,16960,Scavenge,172.5,169.8,197.0,204.0,16.1,0,,allocation failure,
62598,0x102004600,16992,Scavenge,179.0,176.4,204.0,211.0,24.7,0,+ 5.8 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,17025,Scavenge,185.6,183.0,211.0,217.0,22.9,0,+ 6.6 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,17049,Scavenge,192.2,189.5,217.0,224.0,17.4,0,+ 5.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,17074,Scavenge,198.7,196.1,224.0,231.0,16.9,0,+ 5.7 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,17100,Scavenge,205.3,202.7,231.0,237.0,17.5,0,+ 5.6 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,17124,Scavenge,211.8,209.2,237.0,244.0,17.3,0,+ 5.5 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,17136,Mark-sweep,212.2,58.8,244.0,98.0,9.2,0,"+ 36.2 ms in 928 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,17153,Scavenge,72.4,68.5,98.0,98.0,13.1,0,,allocation failure,
62598,0x102004600,17179,Scavenge,74.5,72.8,98.0,108.0,24.0,0,,allocation failure,
62598,0x102004600,17201,Scavenge,84.2,80.9,108.0,112.0,19.0,0,,allocation failure,
62598,0x102004600,17226,Scavenge,88.5,86.3,112.0,120.0,23.5,0,,allocation failure,
62598,0x102004600,17248,Scavenge,96.7,93.7,120.0,126.0,19.0,0,,allocation failure,
62598,0x102004600,17272,Scavenge,102.1,99.7,126.0,133.0,22.6,0,,allocation failure,
62598,0x102004600,17294,Scavenge,109.5,106.7,133.0,140.0,18.9,0,,allocation failure,
62598,0x102004600,17312,Scavenge,115.4,112.9,140.0,147.0,15.7,0,,allocation failure,
62598,0x102004600,17329,Scavenge,122.4,119.7,147.0,153.0,14.8,0,,allocation failure,
62598,0x102004600,17347,Scavenge,128.7,126.1,153.0,160.0,16.2,0,,allocation failure,
62598,0x102004600,17364,Scavenge,135.5,132.8,160.0,166.0,14.9,0,,allocation failure,
62598,0x102004600,17384,Scavenge,141.9,139.3,166.0,173.0,17.9,0,,allocation failure,
62598,0x102004600,17409,Scavenge,148.5,145.9,173.0,180.0,21.5,0,,allocation failure,
62598,0x102004600,17431,Scavenge,155.0,152.4,180.0,186.0,18.4,0,,allocation failure,
62598,0x102004600,17448,Scavenge,161.6,159.0,186.0,193.0,15.1,0,,allocation failure,
62598,0x102004600,17469,Scavenge,168.2,165.5,193.0,200.0,18.6,0,,allocation failure,
62598,0x102004600,17486,Scavenge,174.8,172.1,200.0,206.0,15.5,0,,allocation failure,
62598,0x102004600,17512,Scavenge,181.3,178.7,206.0,213.0,23.0,0,,allocation failure,
62598,0x102004600,17534,Scavenge,187.9,185.2,213.0,220.0,20.3,0,,allocation failure,
62598,0x102004600,17553,Scavenge,194.4,191.8,220.0,226.0,16.1,0,,allocation failure,
62598,0x102004600,17570,Scavenge,201.0,198.4,226.0,233.0,15.2,0,,allocation failure,
62598,0x102004600,17588,Scavenge,207.5,204.9,233.0,240.0,15.7,0,,allocation failure,
62598,0x102004600,17605,Scavenge,214.1,211.5,240.0,246.0,14.8,0,,allocation failure,
62598,0x102004600,17625,Scavenge,220.7,218.0,246.0,253.0,18.3,0,,allocation failure,
62598,0x102004600,17647,Scavenge,227.2,224.6,253.0,260.0,19.6,0,,allocation failure,
62598,0x102004600,17669,Scavenge,233.8,231.2,260.0,266.0,19.5,0,,allocation failure,
62598,0x102004600,17687,Scavenge,240.3,237.7,266.0,273.0,15.4,0,,allocation failure,
62598,0x102004600,17712,Scavenge,246.9,244.3,273.0,280.0,17.1,0,+ 5.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,17737,Scavenge,253.5,250.8,280.0,286.0,17.1,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,17761,Scavenge,260.0,257.4,286.0,293.0,16.8,0,+ 5.5 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,17769,Mark-sweep,258.7,29.4,293.0,69.0,6.5,0,"+ 16.8 ms in 459 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,17785,Scavenge,44.3,40.0,69.0,69.0,12.4,0,,allocation failure,
62598,0x102004600,17805,Scavenge,45.2,43.7,69.0,79.0,19.0,0,,allocation failure,
62598,0x102004600,17821,Scavenge,55.8,52.3,79.0,83.0,13.2,0,,allocation failure,
62598,0x102004600,17840,Scavenge,59.4,57.4,83.0,91.0,17.5,0,,allocation failure,
62598,0x102004600,17857,Scavenge,68.1,65.0,91.0,97.0,14.5,0,,allocation failure,
62598,0x102004600,17875,Scavenge,73.2,70.8,97.0,104.0,16.2,0,,allocation failure,
62598,0x102004600,17893,Scavenge,80.8,77.9,104.0,110.0,15.1,0,,allocation failure,
62598,0x102004600,17919,Scavenge,86.6,84.1,110.0,117.0,23.4,0,,allocation failure,
62598,0x102004600,17939,Scavenge,93.7,90.9,117.0,124.0,18.1,0,,allocation failure,
62598,0x102004600,17962,Scavenge,99.9,97.3,124.0,131.0,20.9,0,,allocation failure,
62598,0x102004600,17987,Scavenge,106.7,104.0,131.0,137.0,21.8,0,,allocation failure,
62598,0x102004600,18006,Scavenge,113.1,110.5,137.0,144.0,16.6,0,,allocation failure,
62598,0x102004600,18024,Scavenge,119.8,117.1,144.0,150.0,16.2,0,,allocation failure,
62598,0x102004600,18042,Scavenge,126.2,123.6,150.0,157.0,15.6,0,,allocation failure,
62598,0x102004600,18070,Scavenge,132.8,130.2,157.0,164.0,17.3,0,+ 7.8 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,18107,Scavenge,139.4,136.7,164.0,171.0,28.1,0,+ 5.7 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,18148,Scavenge,146.0,143.3,171.0,177.0,28.3,0,+ 9.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,18157,Mark-sweep,145.7,30.6,177.0,69.0,7.0,0,"+ 24.0 ms in 477 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,18171,Scavenge,44.6,40.6,69.0,69.0,11.1,0,,allocation failure,
62598,0x102004600,18195,Scavenge,46.3,44.7,69.0,79.0,22.3,0,,allocation failure,
62598,0x102004600,18217,Scavenge,56.4,53.0,79.0,84.0,18.1,0,,allocation failure,
62598,0x102004600,18236,Scavenge,60.4,58.3,84.0,92.0,17.5,0,,allocation failure,
62598,0x102004600,18253,Scavenge,68.8,65.8,92.0,97.0,14.7,0,,allocation failure,
62598,0x102004600,18271,Scavenge,74.1,71.7,97.0,105.0,16.0,0,,allocation failure,
62598,0x102004600,18287,Scavenge,81.5,78.7,105.0,111.0,14.6,0,,allocation failure,
62598,0x102004600,18309,Scavenge,87.4,84.9,111.0,118.0,19.4,0,,allocation failure,
62598,0x102004600,18328,Scavenge,94.5,91.7,118.0,125.0,16.0,0,,allocation failure,
62598,0x102004600,18352,Scavenge,100.7,98.1,125.0,131.0,21.8,0,,allocation failure,
62598,0x102004600,18375,Scavenge,107.5,104.8,131.0,138.0,20.4,0,,allocation failure,
62598,0x102004600,18393,Scavenge,113.9,111.3,138.0,145.0,15.5,0,,allocation failure,
62598,0x102004600,18410,Scavenge,120.6,117.9,145.0,151.0,15.2,0,,allocation failure,
62598,0x102004600,18433,Scavenge,127.0,124.4,151.0,158.0,19.9,0,,allocation failure,
62598,0x102004600,18459,Scavenge,133.7,131.0,158.0,165.0,19.0,0,+ 5.2 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,18484,Scavenge,140.2,137.6,165.0,171.0,17.0,0,+ 5.7 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,18510,Scavenge,146.8,144.1,171.0,178.0,17.7,0,+ 5.8 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,18526,Mark-sweep,149.5,33.6,178.0,70.0,11.4,0,"+ 19.6 ms in 527 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,18544,Scavenge,45.4,42.0,70.0,72.0,15.6,0,,allocation failure,
62598,0x102004600,18563,Scavenge,49.3,47.2,72.0,81.0,16.5,0,,allocation failure,
62598,0x102004600,18580,Scavenge,57.8,54.8,81.0,86.0,14.6,0,,allocation failure,
62598,0x102004600,18600,Scavenge,63.0,60.6,86.0,94.0,18.0,0,,allocation failure,
62598,0x102004600,18616,Scavenge,70.5,67.7,94.0,100.0,14.4,0,,allocation failure,
62598,0x102004600,18634,Scavenge,76.4,73.9,100.0,107.0,15.7,0,,allocation failure,
62598,0x102004600,18656,Scavenge,83.4,80.7,107.0,113.0,20.2,0,,allocation failure,
62598,0x102004600,18678,Scavenge,89.6,87.1,113.0,120.0,18.8,0,,allocation failure,
62598,0x102004600,18700,Scavenge,96.5,93.8,120.0,127.0,18.9,0,,allocation failure,
62598,0x102004600,18719,Scavenge,102.8,100.2,127.0,133.0,16.6,0,,allocation failure,
62598,0x102004600,18737,Scavenge,109.5,106.9,133.0,140.0,15.9,0,,allocation failure,
62598,0x102004600,18755,Scavenge,116.0,113.4,140.0,147.0,15.7,0,,allocation failure,
62598,0x102004600,18773,Scavenge,122.6,120.0,147.0,153.0,15.3,0,,allocation failure,
62598,0x102004600,18790,Scavenge,129.1,126.5,153.0,160.0,15.2,0,,allocation failure,
62598,0x102004600,18818,Scavenge,135.7,133.1,160.0,167.0,20.8,0,+ 5.2 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,18846,Scavenge,142.3,139.6,167.0,173.0,20.2,0,+ 5.2 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,18882,Scavenge,148.8,146.2,173.0,180.0,25.4,0,+ 7.9 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,18909,Scavenge,155.4,152.8,180.0,187.0,18.0,0,+ 6.8 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,18922,Mark-sweep,156.3,40.9,187.0,79.0,10.0,0,"+ 27.1 ms in 643 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,18938,Scavenge,54.1,50.3,79.0,80.0,11.9,0,,allocation failure,
62598,0x102004600,18957,Scavenge,56.6,54.8,80.0,89.0,18.0,0,,allocation failure,
62598,0x102004600,18973,Scavenge,66.0,62.8,89.0,94.0,13.4,0,,allocation failure,
62598,0x102004600,18991,Scavenge,70.6,68.3,94.0,102.0,16.1,0,,allocation failure,
62598,0x102004600,19008,Scavenge,78.6,75.6,102.0,108.0,14.4,0,,allocation failure,
62598,0x102004600,19025,Scavenge,84.1,81.7,108.0,115.0,15.6,0,,allocation failure,
62598,0x102004600,19041,Scavenge,91.4,88.6,115.0,121.0,14.3,0,,allocation failure,
62598,0x102004600,19059,Scavenge,97.4,94.9,121.0,128.0,15.5,0,,allocation failure,
62598,0x102004600,19075,Scavenge,104.4,101.7,128.0,135.0,14.5,0,,allocation failure,
62598,0x102004600,19094,Scavenge,110.7,108.1,135.0,142.0,16.8,0,,allocation failure,
62598,0x102004600,19112,Scavenge,117.4,114.7,142.0,148.0,15.3,0,,allocation failure,
62598,0x102004600,19129,Scavenge,123.8,121.2,148.0,155.0,14.9,0,,allocation failure,
62598,0x102004600,19146,Scavenge,130.5,127.8,155.0,161.0,14.9,0,,allocation failure,
62598,0x102004600,19163,Scavenge,137.0,134.4,161.0,168.0,15.2,0,,allocation failure,
62598,0x102004600,19180,Scavenge,143.6,141.0,168.0,175.0,15.1,0,,allocation failure,
62598,0x102004600,19197,Scavenge,150.1,147.5,175.0,181.0,15.2,0,,allocation failure,
62598,0x102004600,19214,Scavenge,156.7,154.1,181.0,188.0,15.1,0,,allocation failure,
62598,0x102004600,19231,Scavenge,163.2,160.6,188.0,195.0,14.7,0,,allocation failure,
62598,0x102004600,19257,Scavenge,169.8,167.2,195.0,201.0,17.2,0,+ 6.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,19280,Scavenge,176.4,173.7,201.0,208.0,16.3,0,+ 4.8 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,19298,Mark-sweep,181.4,26.7,208.0,62.0,11.5,0,"+ 15.5 ms in 417 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,19319,Scavenge,36.9,34.0,62.0,65.0,18.3,0,,allocation failure,
62598,0x102004600,19338,Scavenge,42.4,40.0,65.0,73.0,16.2,0,,allocation failure,
62598,0x102004600,19355,Scavenge,49.7,46.9,73.0,79.0,14.6,0,,allocation failure,
62598,0x102004600,19373,Scavenge,55.7,53.2,79.0,86.0,15.6,0,,allocation failure,
62598,0x102004600,19389,Scavenge,62.7,60.0,86.0,92.0,14.8,0,,allocation failure,
62598,0x102004600,19407,Scavenge,69.0,66.4,92.0,99.0,15.3,0,,allocation failure,
62598,0x102004600,19424,Scavenge,75.7,73.1,99.0,106.0,15.2,0,,allocation failure,
62598,0x102004600,19441,Scavenge,82.1,79.5,106.0,112.0,15.2,0,,allocation failure,
62598,0x102004600,19459,Scavenge,88.8,86.2,112.0,119.0,15.2,0,,allocation failure,
62598,0x102004600,19477,Scavenge,95.3,92.7,119.0,126.0,15.9,0,,allocation failure,
62598,0x102004600,19506,Scavenge,101.9,99.3,126.0,132.0,21.4,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,19532,Scavenge,108.4,105.8,132.0,139.0,17.3,0,+ 6.1 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,19565,Scavenge,115.0,112.4,139.0,146.0,23.6,0,+ 6.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,19595,Scavenge,121.6,118.9,146.0,152.0,19.9,0,+ 7.5 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,19624,Scavenge,128.1,125.5,152.0,159.0,20.8,0,+ 6.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,19655,Scavenge,134.7,132.1,159.0,166.0,22.8,0,+ 5.8 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,19663,Mark-sweep,132.5,56.1,166.0,97.0,7.2,0,"+ 37.9 ms in 888 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,19678,Scavenge,71.5,67.1,97.0,97.0,10.2,0,,allocation failure,
62598,0x102004600,19708,Scavenge,71.8,70.5,97.0,106.0,28.3,0,,allocation failure,
62598,0x102004600,19724,Scavenge,82.8,79.3,106.0,110.0,12.9,0,,allocation failure,
62598,0x102004600,19744,Scavenge,86.2,84.2,110.0,119.0,18.0,0,,allocation failure,
