PID,Isolate Id,Time from initialization,GC Event,Total size of objects before GC,Total size of objects after GC,Total memory allocated before GC,Total memory allocated after GC,Time in GC,Time in external callbacks,Marking info,Reason for GC trigger,Reason for GC
62598,0x102004600,7,Scavenge,2.1,2.1,37.0,37.0,0.5,0,,allocation failure,
62598,0x102004600,8,Scavenge,2.1,2.1,37.0,38.0,0.5,0,,allocation failure,
62598,0x102004600,39,Scavenge,3.9,3.5,41.0,41.0,0.5,0,,allocation failure,
62598,0x102004600,42,Scavenge,4.9,4.5,41.0,42.0,1.6,0,,allocation failure,
62598,0x102004600,45,Scavenge,5.5,5.5,42.0,43.0,2.2,0,,allocation failure,
62598,0x102004600,50,Scavenge,8.5,8.5,43.0,43.0,4.2,0,,allocation failure,
62598,0x102004600,56,Scavenge,9.4,9.4,43.0,47.0,5.8,0,,allocation failure,
62598,0x102004600,67,Scavenge,16.3,16.3,47.0,47.0,9.3,0,,allocation failure,
62598,0x102004600,79,Scavenge,17.3,17.3,47.0,55.0,11.6,0,,allocation failure,
62598,0x102004600,109,Scavenge,32.1,32.1,55.0,55.0,25.8,0,,allocation failure,
62598,0x102004600,140,Scavenge,42.6,42.3,65.0,80.0,25.8,0,,allocation failure,
62598,0x102004600,402,Mark-sweep,395.4,128.0,438.0,176.0,0.8,0,"+ 64.0 ms in 107 steps since start of marking, biggest step 1.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,761,Mark-sweep,742.2,55.4,792.0,101.0,1.0,0,"+ 31.4 ms in 19 steps since start of marking, biggest step 4.8 ms",GC interrupt,GC in old space requested
62598,0x102004600,787,Scavenge,71.2,67.4,101.0,101.0,21.1,0,,allocation failure,
62598,0x102004600,1032,Mark-sweep,461.4,41.7,495.0,88.0,0.9,0,"+ 22.1 ms in 17 steps since start of marking, biggest step 3.8 ms",GC interrupt,GC in old space requested
62598,0x102004600,1061,Scavenge,57.5,55.3,88.0,88.0,24.1,0,,allocation failure,
62598,0x102004600,1256,Mark-sweep,406.5,24.7,437.0,70.0,0.9,0,"+ 13.6 ms in 15 steps since start of marking, biggest step 3.3 ms",GC interrupt,GC in old space requested
62598,0x102004600,1284,Scavenge,40.5,39.3,70.0,70.0,24.0,0,,allocation failure,
62598,0x102004600,1471,Mark-sweep,341.3,35.9,369.0,81.0,0.8,0,"+ 19.8 ms in 16 steps since start of marking, biggest step 3.9 ms",GC interrupt,GC in old space requested
62598,0x102004600,1700,Mark-sweep,283.5,131.0,326.0,178.0,0.7,0,"+ 72.4 ms in 105 steps since start of marking, biggest step 1.5 ms",GC interrupt,GC in old space requested
62598,0x102004600,2053,Mark-sweep,747.3,22.6,798.0,68.0,1.5,0,"+ 12.3 ms in 14 steps since start of marking, biggest step 2.8 ms",GC interrupt,GC in old space requested
62598,0x102004600,2086,Scavenge,38.3,37.2,68.0,68.0,28.3,0,,allocation failure,
62598,0x102004600,2116,Scavenge,38.3,38.0,68.0,76.0,30.2,0,,allocation failure,
62598,0x102004600,2137,Scavenge,53.0,48.7,76.0,77.0,16.2,0,,allocation failure,
62598,0x102004600,2167,Scavenge,53.7,52.3,77.0,88.0,28.3,0,,allocation failure,
62598,0x102004600,2186,Scavenge,64.4,61.0,88.0,91.0,14.6,0,,allocation failure,
62598,0x102004600,2210,Scavenge,68.0,66.0,91.0,100.0,22.4,0,,allocation failure,
62598,0x102004600,2231,Scavenge,76.7,73.7,100.0,105.0,17.6,0,,allocation failure,
62598,0x102004600,2253,Scavenge,81.8,79.5,105.0,113.0,20.7,0,,allocation failure,
62598,0x102004600,2276,Scavenge,89.4,86.6,113.0,119.0,20.1,0,,allocation failure,
62598,0x102004600,2296,Scavenge,95.2,92.7,119.0,126.0,17.7,0,,allocation failure,
62598,0x102004600,2320,Scavenge,102.3,99.6,126.0,132.0,20.5,0,,allocation failure,
62598,0x102004600,2348,Scavenge,108.5,105.9,132.0,139.0,19.6,0,+ 6.0 ms in 142 steps since last GC,allocation failure,
62598,0x102004600,2380,Scavenge,115.3,112.6,139.0,146.0,23.1,0,+ 6.2 ms in 150 steps since last GC,allocation failure,
62598,0x102004600,2418,Scavenge,121.7,119.1,146.0,153.0,27.9,0,+ 7.6 ms in 145 steps since last GC,allocation failure,
62598,0x102004600,2451,Scavenge,128.4,125.7,153.0,159.0,24.0,0,+ 6.4 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,2480,Scavenge,134.8,132.2,159.0,166.0,20.8,0,+ 6.1 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,2518,Scavenge,141.5,138.8,166.0,173.0,27.5,0,+ 6.8 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,2551,Scavenge,148.0,145.4,173.0,179.0,23.5,0,+ 7.1 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,2568,Mark-sweep,147.5,70.6,179.0,109.0,10.2,0,"+ 51.9 ms in 1059 steps since start of marking, biggest step 0.4 ms",GC interrupt,GC in old space requested
62598,0x102004600,2583,Scavenge,84.8,80.8,109.0,110.0,11.4,0,,allocation failure,
62598,0x102004600,2603,Scavenge,86.4,84.8,110.0,120.0,19.1,0,,allocation failure,
62598,0x102004600,2620,Scavenge,96.5,93.1,120.0,124.0,14.0,0,,allocation failure,
62598,0x102004600,2640,Scavenge,100.5,98.4,124.0,133.0,18.5,0,,allocation failure,
62598,0x102004600,2657,Scavenge,108.9,105.9,133.0,138.0,14.5,0,,allocation failure,
62598,0x102004600,2680,Scavenge,114.2,111.8,138.0,146.0,21.2,0,,allocation failure,
62598,0x102004600,2698,Scavenge,121.6,118.8,146.0,152.0,15.2,0,,allocation failure,
62598,0x102004600,2717,Scavenge,127.5,125.1,152.0,159.0,16.5,0,,allocation failure,
62598,0x102004600,2738,Scavenge,134.6,131.9,159.0,165.0,18.7,0,,allocation failure,
62598,0x102004600,2758,Scavenge,140.8,138.2,165.0,172.0,17.8,0,,allocation failure,
62598,0x102004600,2779,Scavenge,147.6,144.9,172.0,179.0,18.3,0,,allocation failure,
62598,0x102004600,2798,Scavenge,154.0,151.4,179.0,185.0,17.4,0,,allocation failure,
62598,0x102004600,2817,Scavenge,160.7,158.0,185.0,192.0,16.8,0,,allocation failure,
62598,0x102004600,2836,Scavenge,167.1,164.5,192.0,199.0,16.3,0,,allocation failure,
62598,0x102004600,2855,Scavenge,173.8,171.1,199.0,205.0,16.4,0,,allocation failure,
62598,0x102004600,2874,Scavenge,180.3,177.7,205.0,212.0,17.4,0,,allocation failure,
62598,0x102004600,2892,Scavenge,186.9,184.2,212.0,219.0,16.2,0,,allocation failure,
62598,0x102004600,2910,Scavenge,193.4,190.8,219.0,225.0,15.8,0,,allocation failure,
62598,0x102004600,2928,Scavenge,200.0,197.4,225.0,232.0,15.5,0,,allocation failure,
62598,0x102004600,2948,Scavenge,206.5,203.9,232.0,239.0,17.1,0,,allocation failure,
62598,0x102004600,2973,Scavenge,213.1,210.5,239.0,245.0,22.6,0,,allocation failure,
62598,0x102004600,3002,Scavenge,219.7,217.0,245.0,252.0,27.2,0,,allocation failure,
62598,0x102004600,3024,Scavenge,226.2,223.6,252.0,259.0,20.0,0,,allocation failure,
62598,0x102004600,3045,Scavenge,232.8,230.2,259.0,265.0,17.7,0,,allocation failure,
62598,0x102004600,3063,Scavenge,239.4,236.7,265.0,272.0,16.3,0,,allocation failure,
62598,0x102004600,3082,Scavenge,245.9,243.3,272.0,279.0,16.0,0,,allocation failure,
62598,0x102004600,3102,Scavenge,252.5,249.8,279.0,285.0,18.1,0,,allocation failure,
62598,0x102004600,3120,Scavenge,259.0,256.4,285.0,292.0,16.0,0,,allocation failure,
62598,0x102004600,3139,Scavenge,265.6,263.0,292.0,299.0,16.7,0,,allocation failure,
62598,0x102004600,3160,Scavenge,272.2,269.5,299.0,305.0,19.0,0,,allocation failure,
62598,0x102004600,3185,Scavenge,278.7,276.1,305.0,312.0,21.6,0,,allocation failure,
62598,0x102004600,3209,Scavenge,285.3,282.6,312.0,319.0,19.7,0,,allocation failure,
62598,0x102004600,3230,Scavenge,291.8,289.2,319.0,325.0,18.3,0,,allocation failure,
62598,0x102004600,3255,Scavenge,298.4,295.8,325.0,332.0,17.3,0,+ 5.4 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,3283,Scavenge,305.0,302.3,332.0,339.0,19.8,0,+ 5.9 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,3310,Scavenge,311.5,308.9,339.0,345.0,18.4,0,+ 6.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,3336,Scavenge,318.1,315.5,345.0,352.0,16.9,0,+ 6.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,3362,Scavenge,324.6,322.0,352.0,359.0,17.3,0,+ 6.0 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,3388,Scavenge,331.2,328.6,359.0,365.0,18.4,0,+ 5.7 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,3415,Scavenge,337.8,335.1,365.0,372.0,18.1,0,+ 6.6 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,3427,Mark-sweep,336.5,69.1,372.0,109.0,9.5,0,"+ 44.8 ms in 1049 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,3445,Scavenge,83.9,79.6,109.0,109.0,13.9,0,,allocation failure,
62598,0x102004600,3467,Scavenge,84.8,83.4,109.0,119.0,20.0,0,,allocation failure,
62598,0x102004600,3483,Scavenge,95.4,91.9,119.0,123.0,13.3,0,,allocation failure,
62598,0x102004600,3504,Scavenge,99.1,97.1,123.0,132.0,19.1,0,,allocation failure,
62598,0x102004600,3521,Scavenge,107.7,104.7,132.0,137.0,14.7,0,,allocation failure,
62598,0x102004600,3543,Scavenge,112.8,110.5,137.0,145.0,20.6,0,,allocation failure,
62598,0x102004600,3564,Scavenge,120.4,117.6,145.0,150.0,17.4,0,,allocation failure,
62598,0x102004600,3583,Scavenge,126.2,123.7,150.0,158.0,17.6,0,,allocation failure,
62598,0x102004600,3602,Scavenge,133.3,130.6,158.0,164.0,16.3,0,,allocation failure,
62598,0x102004600,3620,Scavenge,139.5,136.9,164.0,171.0,16.1,0,,allocation failure,
62598,0x102004600,3640,Scavenge,146.3,143.6,171.0,177.0,17.4,0,,allocation failure,
62598,0x102004600,3658,Scavenge,152.7,150.1,177.0,184.0,16.4,0,,allocation failure,
62598,0x102004600,3676,Scavenge,159.4,156.7,184.0,191.0,15.7,0,,allocation failure,
62598,0x102004600,3694,Scavenge,165.9,163.2,191.0,197.0,15.8,0,,allocation failure,
62598,0x102004600,3712,Scavenge,172.5,169.8,197.0,204.0,15.7,0,,allocation failure,
62598,0x102004600,3730,Scavenge,179.0,176.4,204.0,211.0,16.2,0,,allocation failure,
62598,0x102004600,3748,Scavenge,185.6,183.0,211.0,217.0,15.6,0,,allocation failure,
62598,0x102004600,3766,Scavenge,192.1,189.5,217.0,224.0,15.9,0,,allocation failure,
62598,0x102004600,3784,Scavenge,198.7,196.1,224.0,231.0,16.0,0,,allocation failure,
62598,0x102004600,3801,Scavenge,205.3,202.6,231.0,237.0,15.0,0,,allocation failure,
62598,0x102004600,3819,Scavenge,211.8,209.2,237.0,244.0,15.4,0,,allocation failure,
62598,0x102004600,3836,Scavenge,218.4,215.8,244.0,251.0,15.3,0,,allocation failure,
62598,0x102004600,3856,Scavenge,224.9,222.3,251.0,257.0,17.7,0,,allocation failure,
62598,0x102004600,3874,Scavenge,231.5,228.9,257.0,264.0,15.7,0,,allocation failure,
62598,0x102004600,3891,Scavenge,238.1,235.4,264.0,271.0,15.3,0,,allocation failure,
62598,0x102004600,3910,Scavenge,244.6,242.0,271.0,277.0,16.3,0,,allocation failure,
62598,0x102004600,3928,Scavenge,251.2,248.6,277.0,284.0,15.8,0,,allocation failure,
62598,0x102004600,3946,Scavenge,257.7,255.1,284.0,291.0,16.0,0,,allocation failure,
62598,0x102004600,3964,Scavenge,264.3,261.7,291.0,297.0,15.7,0,,allocation failure,
62598,0x102004600,3982,Scavenge,270.9,268.2,297.0,304.0,16.3,0,,allocation failure,
62598,0x102004600,4002,Scavenge,277.4,274.8,304.0,311.0,17.9,0,,allocation failure,
62598,0x102004600,4031,Scavenge,284.0,281.4,311.0,317.0,26.4,0,,allocation failure,
62598,0x102004600,4056,Scavenge,290.5,287.9,317.0,324.0,18.2,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,4082,Scavenge,297.1,294.5,324.0,331.0,17.9,0,+ 5.2 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,4107,Scavenge,303.7,301.0,331.0,337.0,17.6,0,+ 5.1 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,4131,Scavenge,310.2,307.6,337.0,344.0,17.3,0,+ 5.2 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,4156,Scavenge,316.8,314.2,344.0,351.0,16.9,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,4168,Mark-sweep,316.6,48.9,351.0,88.0,10.5,0,"+ 27.7 ms in 772 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,4187,Scavenge,62.9,58.9,88.0,88.0,14.4,0,,allocation failure,
62598,0x102004600,4208,Scavenge,64.6,63.0,88.0,98.0,19.7,0,,allocation failure,
62598,0x102004600,4224,Scavenge,74.6,71.3,98.0,102.0,13.6,0,,allocation failure,
62598,0x102004600,4243,Scavenge,78.7,76.6,102.0,111.0,17.2,0,,allocation failure,
62598,0x102004600,4259,Scavenge,87.0,84.1,111.0,116.0,14.1,0,,allocation failure,
62598,0x102004600,4278,Scavenge,92.4,90.0,116.0,124.0,16.5,0,,allocation failure,
62598,0x102004600,4296,Scavenge,99.8,97.0,124.0,130.0,15.8,0,,allocation failure,
62598,0x102004600,4314,Scavenge,105.7,103.2,130.0,137.0,16.2,0,,allocation failure,
62598,0x102004600,4332,Scavenge,112.7,110.0,137.0,143.0,15.4,0,,allocation failure,
62598,0x102004600,4350,Scavenge,119.0,116.4,143.0,150.0,15.5,0,,allocation failure,
62598,0x102004600,4367,Scavenge,125.8,123.1,150.0,157.0,15.5,0,,allocation failure,
62598,0x102004600,4385,Scavenge,132.2,129.6,157.0,163.0,15.4,0,,allocation failure,
62598,0x102004600,4402,Scavenge,138.8,136.2,163.0,170.0,15.4,0,,allocation failure,
62598,0x102004600,4420,Scavenge,145.3,142.7,170.0,177.0,15.5,0,,allocation failure,
62598,0x102004600,4443,Scavenge,151.9,149.3,177.0,183.0,21.4,0,,allocation failure,
62598,0x102004600,4466,Scavenge,158.5,155.8,183.0,190.0,18.9,0,,allocation failure,
62598,0x102004600,4483,Scavenge,165.1,162.4,190.0,197.0,15.5,0,,allocation failure,
62598,0x102004600,4502,Scavenge,171.6,169.0,197.0,203.0,16.4,0,,allocation failure,
62598,0x102004600,4519,Scavenge,178.2,175.5,203.0,210.0,15.4,0,,allocation failure,
62598,0x102004600,4538,Scavenge,184.7,182.1,210.0,217.0,16.1,0,,allocation failure,
62598,0x102004600,4556,Scavenge,191.3,188.7,217.0,223.0,15.6,0,,allocation failure,
62598,0x102004600,4574,Scavenge,197.8,195.2,223.0,230.0,15.4,0,,allocation failure,
62598,0x102004600,4597,Scavenge,204.4,201.8,230.0,237.0,16.7,0,+ 5.0 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,4609,Mark-sweep,206.0,14.1,237.0,51.0,8.2,0,"+ 7.4 ms in 215 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,4626,Scavenge,26.8,23.1,51.0,52.0,13.9,0,,allocation failure,
62598,0x102004600,4648,Scavenge,29.8,27.9,52.0,62.0,20.2,0,,allocation failure,
62598,0x102004600,4666,Scavenge,38.9,35.8,62.0,67.0,15.2,0,,allocation failure,
62598,0x102004600,4687,Scavenge,43.7,41.4,67.0,75.0,18.2,0,,allocation failure,
62598,0x102004600,4706,Scavenge,51.5,48.6,75.0,80.0,15.4,0,,allocation failure,
62598,0x102004600,4723,Scavenge,57.1,54.7,80.0,88.0,15.9,0,,allocation failure,
62598,0x102004600,4749,Scavenge,64.4,61.6,88.0,94.0,18.2,0,+ 5.3 ms in 154 steps since last GC,allocation failure,
62598,0x102004600,4775,Scavenge,70.4,67.9,94.0,101.0,18.1,0,+ 5.9 ms in 142 steps since last GC,allocation failure,
62598,0x102004600,4800,Scavenge,77.3,74.7,101.0,107.0,17.1,0,+ 5.6 ms in 150 steps since last GC,allocation failure,
62598,0x102004600,4826,Scavenge,83.7,81.1,107.0,114.0,17.5,0,+ 5.8 ms in 144 steps since last GC,allocation failure,
62598,0x102004600,4852,Scavenge,90.4,87.7,114.0,121.0,18.8,0,+ 5.3 ms in 149 steps since last GC,allocation failure,
62598,0x102004600,4886,Scavenge,96.8,94.2,121.0,127.0,25.9,0,+ 5.8 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,4895,Mark-sweep,94.8,56.5,127.0,96.0,8.3,0,"+ 33.9 ms in 892 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,4910,Scavenge,71.8,67.5,96.0,96.0,10.3,0,,allocation failure,
62598,0x102004600,4933,Scavenge,72.3,70.9,96.0,107.0,22.6,0,,allocation failure,
62598,0x102004600,4949,Scavenge,83.2,79.7,107.0,110.0,12.9,0,,allocation failure,
62598,0x102004600,4968,Scavenge,86.6,84.6,110.0,119.0,17.2,0,,allocation failure,
62598,0x102004600,4985,Scavenge,95.4,92.3,119.0,124.0,14.1,0,,allocation failure,
62598,0x102004600,5003,Scavenge,100.4,98.1,124.0,132.0,16.3,0,,allocation failure,
62598,0x102004600,5020,Scavenge,108.1,105.2,132.0,138.0,14.5,0,,allocation failure,
62598,0x102004600,5038,Scavenge,113.8,111.4,138.0,145.0,16.7,0,,allocation failure,
62598,0x102004600,5058,Scavenge,121.0,118.2,145.0,151.0,17.2,0,,allocation failure,
62598,0x102004600,5075,Scavenge,127.1,124.6,151.0,158.0,15.5,0,,allocation failure,
62598,0x102004600,5092,Scavenge,134.0,131.3,158.0,165.0,15.1,0,,allocation failure,
62598,0x102004600,5111,Scavenge,140.3,137.7,165.0,172.0,16.7,0,,allocation failure,
62598,0x102004600,5129,Scavenge,147.0,144.4,172.0,178.0,15.5,0,,allocation failure,
62598,0x102004600,5147,Scavenge,153.5,150.9,178.0,185.0,15.4,0,,allocation failure,
62598,0x102004600,5164,Scavenge,160.1,157.5,185.0,192.0,15.0,0,,allocation failure,
62598,0x102004600,5182,Scavenge,166.6,164.0,192.0,198.0,15.7,0,,allocation failure,
62598,0x102004600,5199,Scavenge,173.2,170.6,198.0,205.0,15.4,0,,allocation failure,
62598,0x102004600,5217,Scavenge,179.8,177.2,205.0,212.0,15.7,0,,allocation failure,
62598,0x102004600,5235,Scavenge,186.4,183.7,212.0,218.0,16.1,0,,allocation failure,
62598,0x102004600,5253,Scavenge,192.9,190.3,218.0,225.0,15.4,0,,allocation failure,
62598,0x102004600,5273,Scavenge,199.5,196.8,225.0,232.0,17.8,0,,allocation failure,
62598,0x102004600,5300,Scavenge,206.0,203.4,232.0,238.0,24.7,0,,allocation failure,
62598,0x102004600,5318,Scavenge,212.6,210.0,238.0,245.0,15.9,0,,allocation failure,
62598,0x102004600,5336,Scavenge,219.1,216.5,245.0,252.0,15.5,0,,allocation failure,
62598,0x102004600,5355,Scavenge,225.7,223.1,252.0,258.0,16.4,0,,allocation failure,
62598,0x102004600,5372,Scavenge,232.3,229.6,258.0,265.0,15.5,0,,allocation failure,
62598,0x102004600,5389,Scavenge,238.8,236.2,265.0,272.0,15.1,0,,allocation failure,
62598,0x102004600,5413,Scavenge,245.4,242.8,272.0,278.0,17.0,0,+ 4.9 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,5437,Scavenge,252.0,249.3,278.0,285.0,16.8,0,+ 5.0 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,5452,Mark-sweep,254.3,24.1,285.0,60.0,10.3,0,"+ 12.6 ms in 373 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,5471,Scavenge,36.2,32.7,60.0,63.0,16.1,0,,allocation failure,
62598,0x102004600,5490,Scavenge,39.8,37.8,63.0,71.0,17.1,0,,allocation failure,
62598,0x102004600,5506,Scavenge,48.5,45.4,71.0,77.0,13.9,0,,allocation failure,
62598,0x102004600,5524,Scavenge,53.5,51.2,77.0,84.0,16.0,0,,allocation failure,
62598,0x102004600,5541,Scavenge,61.1,58.3,84.0,90.0,15.2,0,,allocation failure,
62598,0x102004600,5559,Scavenge,66.9,64.5,90.0,97.0,16.2,0,,allocation failure,
62598,0x102004600,5578,Scavenge,74.0,71.3,97.0,104.0,16.5,0,,allocation failure,
62598,0x102004600,5597,Scavenge,80.2,77.7,104.0,111.0,16.5,0,,allocation failure,
62598,0x102004600,5615,Scavenge,87.1,84.4,111.0,117.0,16.3,0,,allocation failure,
62598,0x102004600,5636,Scavenge,93.4,90.8,117.0,124.0,18.2,0,,allocation failure,
62598,0x102004600,5660,Scavenge,100.1,97.5,124.0,130.0,16.3,0,+ 5.2 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,5685,Scavenge,106.6,104.0,130.0,137.0,18.0,0,+ 5.1 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,5726,Scavenge,113.2,110.6,137.0,144.0,31.6,0,+ 6.6 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,5752,Scavenge,119.7,117.1,144.0,151.0,18.0,0,+ 6.2 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,5778,Scavenge,126.3,123.7,151.0,157.0,18.1,0,+ 5.6 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,5790,Mark-sweep,126.8,49.7,157.0,88.0,8.7,0,"+ 30.6 ms in 783 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,5805,Scavenge,63.1,59.3,88.0,89.0,11.7,0,,allocation failure,
62598,0x102004600,5826,Scavenge,65.4,63.6,89.0,98.0,19.1,0,,allocation failure,
62598,0x102004600,5842,Scavenge,75.0,71.8,98.0,103.0,13.4,0,,allocation failure,
62598,0x102004600,5862,Scavenge,79.4,77.2,103.0,111.0,19.2,0,,allocation failure,
62598,0x102004600,5879,Scavenge,87.5,84.6,111.0,117.0,14.1,0,,allocation failure,
62598,0x102004600,5903,Scavenge,93.0,90.6,117.0,124.0,22.4,0,,allocation failure,
62598,0x102004600,5926,Scavenge,100.3,97.5,124.0,130.0,19.8,0,,allocation failure,
62598,0x102004600,5945,Scavenge,106.3,103.8,130.0,137.0,17.1,0,,allocation failure,
62598,0x102004600,5963,Scavenge,113.3,110.6,137.0,144.0,15.4,0,,allocation failure,
62598,0x102004600,5984,Scavenge,119.5,117.0,144.0,151.0,18.9,0,,allocation failure,
62598,0x102004600,6008,Scavenge,126.3,123.6,151.0,157.0,21.7,0,,allocation failure,
62598,0x102004600,6030,Scavenge,132.7,130.1,157.0,164.0,19.4,0,,allocation failure,
62598,0x102004600,6049,Scavenge,139.4,136.7,164.0,170.0,16.8,0,,allocation failure,
62598,0x102004600,6071,Scavenge,145.9,143.3,170.0,177.0,19.5,0,,allocation failure,
62598,0x102004600,6089,Scavenge,152.5,149.9,177.0,184.0,15.9,0,,allocation failure,
62598,0x102004600,6106,Scavenge,159.0,156.4,184.0,190.0,15.4,0,,allocation failure,
62598,0x102004600,6123,Scavenge,165.6,163.0,190.0,197.0,15.2,0,,allocation failure,
62598,0x102004600,6150,Scavenge,172.1,169.5,197.0,204.0,24.7,0,,allocation failure,
62598,0x102004600,6168,Scavenge,178.7,176.1,204.0,210.0,15.7,0,,allocation failure,
62598,0x102004600,6188,Scavenge,185.3,182.6,210.0,217.0,16.9,0,,allocation failure,
62598,0x102004600,6206,Scavenge,191.8,189.2,217.0,224.0,16.0,0,,allocation failure,
62598,0x102004600,6226,Scavenge,198.4,195.8,224.0,230.0,18.5,0,,allocation failure,
62598,0x102004600,6244,Scavenge,205.0,202.3,230.0,237.0,15.2,0,,allocation failure,
62598,0x102004600,6267,Scavenge,211.5,208.9,237.0,244.0,16.1,0,+ 4.9 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,6290,Scavenge,218.1,215.4,244.0,250.0,16.5,0,+ 5.0 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,6315,Scavenge,224.6,222.0,250.0,257.0,16.8,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,6338,Scavenge,231.2,228.6,257.0,264.0,16.6,0,+ 4.8 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,6347,Mark-sweep,230.7,39.4,264.0,78.0,7.4,0,"+ 21.3 ms in 618 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,6363,Scavenge,53.6,49.5,78.0,78.0,12.1,0,,allocation failure,
62598,0x102004600,6383,Scavenge,55.1,53.5,78.0,89.0,18.5,0,,allocation failure,
62598,0x102004600,6399,Scavenge,65.3,61.9,89.0,93.0,13.2,0,,allocation failure,
62598,0x102004600,6418,Scavenge,69.2,67.1,93.0,101.0,17.0,0,,allocation failure,
62598,0x102004600,6436,Scavenge,77.6,74.6,101.0,106.0,15.6,0,,allocation failure,
62598,0x102004600,6457,Scavenge,82.9,80.5,106.0,114.0,18.7,0,,allocation failure,
62598,0x102004600,6474,Scavenge,90.4,87.6,114.0,120.0,14.9,0,,allocation failure,
62598,0x102004600,6492,Scavenge,96.3,93.8,120.0,127.0,15.8,0,,allocation failure,
62598,0x102004600,6510,Scavenge,103.3,100.6,127.0,134.0,15.8,0,,allocation failure,
62598,0x102004600,6527,Scavenge,109.5,107.0,134.0,140.0,15.4,0,,allocation failure,
62598,0x102004600,6547,Scavenge,116.3,113.7,140.0,147.0,17.6,0,,allocation failure,
62598,0x102004600,6571,Scavenge,122.7,120.1,147.0,154.0,21.3,0,,allocation failure,
62598,0x102004600,6588,Scavenge,129.4,126.8,154.0,160.0,15.0,0,,allocation failure,
62598,0x102004600,6605,Scavenge,135.9,133.3,160.0,167.0,15.2,0,,allocation failure,
62598,0x102004600,6623,Scavenge,142.5,139.9,167.0,174.0,15.9,0,,allocation failure,
62598,0x102004600,6641,Scavenge,149.0,146.4,174.0,180.0,15.2,0,,allocation failure,
62598,0x102004600,6659,Scavenge,155.6,153.0,180.0,187.0,16.3,0,,allocation failure,
62598,0x102004600,6676,Scavenge,162.2,159.5,187.0,194.0,15.4,0,,allocation failure,
62598,0x102004600,6700,Scavenge,168.7,166.1,194.0,200.0,16.3,0,+ 4.9 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,6723,Scavenge,175.3,172.7,200.0,207.0,16.8,0,+ 4.7 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,6735,Mark-sweep,176.7,23.0,207.0,60.0,8.9,0,"+ 11.7 ms in 355 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,6751,Scavenge,35.8,32.1,60.0,62.0,12.8,0,,allocation failure,
62598,0x102004600,6772,Scavenge,38.7,36.8,62.0,71.0,18.8,0,,allocation failure,
62598,0x102004600,6787,Scavenge,47.9,44.7,71.0,76.0,13.1,0,,allocation failure,
62598,0x102004600,6805,Scavenge,52.6,50.3,76.0,84.0,16.0,0,,allocation failure,
62598,0x102004600,6823,Scavenge,60.5,57.6,84.0,89.0,15.9,0,,allocation failure,
62598,0x102004600,6841,Scavenge,66.1,63.6,89.0,97.0,16.1,0,,allocation failure,
62598,0x102004600,6859,Scavenge,73.3,70.5,97.0,103.0,15.1,0,,allocation failure,
62598,0x102004600,6876,Scavenge,79.4,76.9,103.0,110.0,15.8,0,,allocation failure,
62598,0x102004600,6893,Scavenge,86.3,83.6,110.0,116.0,15.0,0,,allocation failure,
